wkt_geom,Deliveries,ANC,typeTextHealth,Type,typeText,Please_spe,ownershipText,Name,path,layer,typeTextWater,identifier,PNAME2014,typeTextSchools,typeTextProtection
Point (32.61370000000000147 0.28499999999999998),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kansanga Hill Nursery School,,Schools,,3012,KANSANGA-MUYENGA,Pre-Primary Schools,
Point (32.60829999999999984 0.28520000000000001),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Conas early learning and day care,,Schools,,3032,KANSANGA-MUYENGA,Pre-Primary Schools,
Point (32.60580000000000211 0.2888),,,,Schools,Non Formal Schools,Non Formal Schools,Non Formal,Basiima Catering Trainning Centre,,Schools,,3033,KANSANGA-MUYENGA,Non Formal Schools,
Point (32.60770000000000124 0.28710000000000002),,,,Schools,Post Primary Schools,Post Primary Schools,Private,Chico's Light International Music School,,Schools,,3093,KANSANGA-MUYENGA,Post Primary Schools,
Point (32.60430000000000206 0.2944),,,,Schools,Tertiary Educational Institutions,Tertiary Educational Institutions,Private,Kampala International University,,Schools,,3106,KANSANGA-MUYENGA,Tertiary Educational Institutions,
Point (32.60430000000000206 0.2959),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Sunflower Center nursery,,Schools,,3108,KANSANGA-MUYENGA,Pre-Primary Schools,
Point (32.60560000000000258 0.29289999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,Kindergatten kare pre school,,Schools,,3128,KANSANGA-MUYENGA,Pre-Primary Schools,
Point (32.60739999999999839 0.29239999999999999),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,St Apollo Kivebulaya nursery school kansanga,,Schools,,3172,KANSANGA-MUYENGA,Pre-Primary Schools,
Point (32.60730000000000217 0.28499999999999998),,,,Schools,Tertiary Educational Institutions,Tertiary Educational Institutions,Private,International university of East Africa,,Schools,,3205,KANSANGA-MUYENGA,Tertiary Educational Institutions,
Point (32.60710000000000264 0.28820000000000001),,,,Schools,Secondary Schools,Secondary Schools,Private,Kansanga secondary school,,Schools,,3277,KANSANGA-MUYENGA,Secondary Schools,
Point (32.61889999999999645 0.2858),,,,Schools,Primary Schools,Primary Schools,Private,Heritage internationl school,,Schools,,3298,KANSANGA-MUYENGA,Primary Schools,
Point (32.60479999999999734 0.28710000000000002),,,,Schools,Primary Schools,Primary Schools,Private,St.joseph primary school,,Schools,,3685,KANSANGA-MUYENGA,Primary Schools,
Point (32.56110000000000326 0.34460000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,Nyange medical clinic,,Kampala Health Facilities,,4389,MAKERERE II,,
Point (32.56340000000000146 0.35270000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Tropical spa clinic,,Kampala Health Facilities,,4313,MAKERERE III,,
Point (32.56430000000000291 0.35289999999999999),No,No,Neither Delivery not Antenatal Services,,,,Private,Muda medical centre,,Kampala Health Facilities,,4314,MAKERERE III,,
Point (32.57050000000000267 0.35020000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,Life saver medical centre,,Kampala Health Facilities,,4350,MAKERERE III,,
Point (32.57030000000000314 0.35110000000000002),No,No,Neither Delivery not Antenatal Services,,,,Private,Sternest medical care,,Kampala Health Facilities,,4352,MAKERERE III,,
Point (32.56989999999999696 0.3483),No,No,Neither Delivery not Antenatal Services,,,,Private, St jic Bunawona clinic,,Kampala Health Facilities,,4358,MAKERERE III,,
Point (32.56980000000000075 0.3478),No,No,Neither Delivery not Antenatal Services,,,,Private,Suubi medical clinic,,Kampala Health Facilities,,4359,MAKERERE III,,
Point (32.56989999999999696 0.34770000000000001),No,No,Neither Delivery not Antenatal Services,,,,Private,KR clinic,,Kampala Health Facilities,,4360,MAKERERE III,,
Point (32.57050000000000267 0.34749999999999998),No,No,Neither Delivery not Antenatal Services,,,,Private,Peak medical centre,,Kampala Health Facilities,,4361,MAKERERE III,,
Point (32.57500000000000284 0.29749999999999999),,,,POLICE POST,Police Post,,Government,KATWE P POST,,Police,,772,KATWE I,,Police Post
Point (32.57620000000000005 0.2994),,,,Schools,Pre-Primary Schools,Pre-Primary Schools,Private,KATWE NOOR ISLAMIC NURSERY SCHOOL,,Schools,,993,KATWE I,Pre-Primary Schools,
Point (32.57589999999999719 0.29930000000000001),,,,Schools,Secondary Schools,Secondary Schools,Private,KATWE MOSLEM SECONDARY SCHOOL,,Schools,,1205,KATWE I,Secondary Schools,
Point (32.57670000000000243 0.29930000000000001),,,,Schools,Secondary Schools,Secondary Schools,Private,KATWE NOOR SECONDARY SCHOOL,,Schools,,1217,KATWE I,Secondary Schools,
Point (32.57459999999999667 0.29499999999999998),,,,,,,Government,Namwandu Musoke,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1855,KATWE I,,
Point (32.57600000000000051 0.29609999999999997),,,,,,,Government,Nawanko,C:/Users/Desire/IdeaProjects/PROJECTS/UNICEF/Portal1/pages/interactiveMap/json/shitdata/Data/Protected_Springs.shp,Water,Protected Springs,1856,KATWE I,,
